Abundance and Variation Measurements for Strains Grown in YEPD and SD
			Corrected Abundance Measurements					SD/YEPD Ratios			Log2 (SD/YEPD) Ratios			Changes in YEPD		Changes in SD			Reason Absent?							
ORF	Name		Ave. YEPD	Error	Ave. SD	Error		Ratio	Error		Log2	Error		Up 99% confidence	Up 2-fold	Up 99% confidence	Up 2-fold		YEPD	SD			Ave. CV YEPD	DM YEPD	Ave. CV SD	DM SD
YNL215W	IES2		77.0	30.78	109.0	23.87		1.416	0.645		0.501	0.658													15.765	-1.025
YNL216W	RAP1		220.0	24.24	162.5	24.84		0.739	0.139		-0.437	0.272											19.52	0.209	17.655	1.474
YNL217W																			Abundance Low	Abundance Low						
YNL218W	MGS1																		Abundance Low	Abundance Low						
YNL219C	ALG9		223.0	24.05	199.0	24.77		0.892	0.147		-0.164	0.238											20.28	0.611	16.075	-0.137
YNL220W	ADE12		1235.0	52.94	1855.0	84.06		1.502	0.094		0.587	0.090				1							12.665	-2.015	9.96	-2.667
YNL221C	POP1																		Abundance Low	Abundance Low						
YNL223W	ATG4																		Abundance Low	Abundance Low						
YNL224C			62.5	21.57																Abundance Low			21.995	-4.751		
YNL225C	CNM67																		Abundance Low	Abundance Low						
YNL227C	JJJ1																		Abundance Low	Abundance Low						
YNL229C	URE2		254.5	24.94	158.5	25.07		0.623	0.116		-0.683	0.268		1									17.885	-0.908	16.545	0.534
YNL230C	ELA1																		Abundance Low	Abundance Low						
YNL231C	PDR16		825.5	40.11	617.0	38.68		0.747	0.059		-0.420	0.114		1									14.99	-0.449	12.485	-1.188
YNL232W	CSL4		230.5	24.45	180.5	25.53		0.783	0.138		-0.353	0.255											18.63	-0.461	13.455	-2.179
YNL233W	BNI4				53.0	22.51													Abundance Low							
YNL234W																			Abundance Low	Abundance Low						
YNL236W	SIN4		48.5	21.38																Abundance Low						
YNL238W	KEX2		216.5	23.93	166.0	23.96		0.767	0.139		-0.383	0.262											19.38	-0.161	16.41	0.979
YNL239W	LAP3		124.5	22.50	163.0	24.76		1.309	0.309		0.389	0.341											24.215	1.890	18.605	2.615
YNL241C	ZWF1		634.0	34.51	652.5	39.29		1.029	0.084		0.041	0.117											17.65	1.644	14.89	1.307
YNL242W	ATG2																		Abundance Low	Abundance Low						
YNL243W	SLA2		543.5	32.00	447.2	31.77		0.823	0.076		-0.281	0.133											15.12	-1.297	13.82	-0.148
YNL245C	CWC25		65.5	21.60																Abundance Low			25.63	-0.516		
YNL246W	VPS75		97.0	22.07	95.5	23.60		0.985	0.331		-0.022	0.485											23.8	0.293	17.11	-0.043
YNL247W			522.0	31.42	458.0	44.15		0.877	0.100		-0.189	0.164											15.09	-1.438		
YNL248C	RPA49		451.5	29.63																Failed QC			16.49	-0.305		
YNL250W	RAD50																		Abundance Low	Abundance Low						
YNL251C	NRD1		534.5	31.78	485.5	33.83		0.908	0.083		-0.139	0.132											14.615	-1.875	12.46	-1.535
YNL252C	MRPL17																		Abundance Low	Abundance Low						
YNL254C																			Abundance Low	Failed QC/Abundance Low						
YNL255C	GIS2		2362.0	90.11	1621.3	72.94		0.686	0.040		-0.543	0.085		1									11.77	-1.976	11.4	-1.297
YNL256W	FOL1																		Abundance Low	Abundance Low						
YNL257C	SIP3				219.5	26.18													Abundance Low						15.155	-0.206
YNL258C	DSL1		112.5	22.31	126.5	24.04		1.124	0.309		0.169	0.396											20.36	-2.511	15.91	-0.805
YNL259C	ATX1		89.5	21.95	80.0	22.26		0.893	0.331		-0.163	0.535											24.705	0.368	17.145	-0.062
YNL261W	ORC5																		Abundance Low	Failed QC/Abundance Low						
YNL262W	POL2		78.5	21.79	66.5	23.18		0.847	0.378		-0.239	0.643											23.375	-2.186		
YNL264C	PDR17		50.5	21.40																Abundance Low						
YNL265C	IST1		145.0	22.84	121.5	24.12		0.838	0.212		-0.255	0.366											20.615	-0.592	14.88	-1.732
YNL267W	PIK1																		Abundance Low	Abundance Low						
YNL268W	LYP1		883.0	41.47	500.0	33.20		0.566	0.046		-0.820	0.117		1									13.745	-1.558	16.355	2.157
YNL271C	BNI1		59.0	21.52																Abundance Low			24.875	-2.623		
YNL272C	SEC2		158.0	22.85	119.5	23.53		0.756	0.185		-0.403	0.353											20.325	-1.018	16.31	-1.590
YNL273W	TOF1																		Abundance Low	Abundance Low						
YNL274C					102.0	23.73													Abundance Low						22.46	5.346
YNL275W			50.5	21.24	48.0	21.99		0.950	0.591		-0.073	0.897														
YNL277W	MET2																		Abundance Low	Abundance Low						
YNL278W	CAF120		65.0	21.60	84.5	23.12		1.300	0.560		0.379	0.621											24.37	-2.313	18.185	0.467
YNL279W	PRM1																		Abundance Low	Abundance Low						
YNL280C	ERG24		775.0	38.34	516.0	34.19		0.666	0.055		-0.587	0.119		1												
YNL281W	HCH1		912.0	42.73	796.1	43.03		0.873	0.062		-0.196	0.103											14.11	-1.144	13.045	-0.244
YNL282W	POP3		194.5	23.74	50.3	21.72		0.259	0.116		-1.952	0.648		1	1								18.805	-1.529	17.57	-0.467
YNL283C	WSC2		165.5	23.20	133.5	23.29		0.807	0.181		-0.310	0.323											23.25	2.407	18.49	1.066
YNL284C	MRPL10		250.0	24.85	214.0	26.34		0.856	0.135		-0.224	0.228											22.995	4.136	14.79	-0.523
YNL286W	CUS2																		Abundance Low	Abundance Low						
YNL287W	SEC21		1389.0	57.82	940.4	48.52		0.677	0.045		-0.563	0.096		1									11.42	-3.072	11.21	-1.939
YNL288W	CAF40		359.5	27.30	283.0	28.34		0.787	0.099		-0.345	0.181											15	-2.512	14.38	-0.393
YNL290W	RFC3		171.0	23.30	150.0	23.88		0.877	0.184		-0.189	0.302											21.08	0.629	16.59	-0.290
YNL292W	PUS4																		Abundance Low	Abundance Low						
YNL293W	MSB3				50.0	22.44													Abundance Low							
YNL297C	MON2		103.0	22.16	115.0	24.22		1.117	0.336		0.159	0.434											23.295	-0.028	16.695	-0.244
YNL298W	CLA4		82.0	21.84																Failed QC			23.665	-1.652		
YNL299W	TRF5																		Abundance Low	Abundance Low						
YNL300W			1084.0	47.75	587.5	36.62		0.542	0.041		-0.884	0.110		1									15.305	0.250		
YNL301C	RPL18B		2279.0	87.32	2109.0	93.97		0.925	0.054		-0.112	0.085											16.08	2.296	11.77	-0.772
YNL302C	RPS19B		3231.5	119.57	2532.0	109.96		0.784	0.045		-0.352	0.082		1									12.97	-0.423		
YNL304W	YPT11																		Abundance Low	Abundance Low						
YNL305C																			Abundance Low	Abundance Low						
YNL306W	MRPS18				49.5	22.65													Abundance Low							
YNL307C	MCK1		447.0	29.46	441.5	33.02		0.988	0.098		-0.018	0.144											14.09	-2.789	11.62	-2.458
YNL308C	KRI1		3928.5	143.35	2292.0	99.98		0.583	0.033		-0.777	0.082		1									14.8	1.585	13.43	0.934
YNL309W	STB1		57.0	21.49																Abundance Low						
YNL310C	FMP28		142.5	22.80	170.9	24.08		1.199	0.256		0.262	0.308											19.82	-1.541	15.62	0.136
YNL311C																			Abundance Low	Abundance Low						
YNL312W	RFA2																		Failed QC	Failed QC						
YNL313C			438.5	29.24	298.5	28.36		0.681	0.079		-0.555	0.167		1									16.855	-0.106	15.43	0.683
YNL315C	ATP11		111.5	22.29	95.0	23.56		0.852	0.271		-0.231	0.460													16.76	-0.302
YNL316C	PHA2																		Abundance Low	Abundance Low						
YNL317W	PFS2		54.0	21.45	64.5	22.90		1.194	0.636		0.256	0.769													17.825	-0.253
YNL322C	KRE1		987.5	45.06	603.5	38.35		0.611	0.048		-0.710	0.113		1									13.66	-1.467	10.835	-2.880
YNL323W	LEM3		266.0	24.93	179.5	24.32		0.675	0.111		-0.567	0.238		1									19.64	0.766	18.46	1.838
YNL325C	FIG4																		Abundance Low	Abundance Low						
YNL326C			48.5	21.38	70.0	22.07		1.443	0.782		0.529	0.782														
YNL327W	EGT2		698.5	36.38	468.5	33.74		0.671	0.060		-0.576	0.128		1									15.855	-0.201	14.265	0.154
YNL328C	MDJ2		58.5	21.34																Abundance Low						
YNL329C	PEX6				85.8	22.39													Abundance Low						16.405	-0.475
YNL330C	RPD3		122.5	22.46	135.5	24.41		1.106	0.284		0.146	0.371											27.805	5.549	15.315	-1.055
YNL336W	COS1		197.5	23.56	153.5	23.75		0.777	0.152		-0.364	0.282											21.26	1.204	17.015	0.015
YNR001C	CIT1		356.0	27.23	1148.0	57.80		3.225	0.295		1.689	0.132				1	1						23.48	5.807	17.49	4.449
YNR004W																			Failed QC/Abundance Low	Abundance Low						
YNR006W	VPS27		73.0	21.72																Abundance Low			25.375	-0.550		
YNR007C	ATG3		48.5	21.38																Abundance Low						
YNR009W																			Abundance Low	Abundance Low						
YNR010W	CSE2																		Abundance Low	Abundance Low						
YNR011C	PRP2																		Abundance Low	Abundance Low						
YNR012W	URK1																		Abundance Low	Abundance Low						
YNR013C	PHO91		214.0	23.87	96.6	22.60		0.452	0.117		-1.147	0.374		1	1								18.285	-1.314	17.025	0.278
YNR014W			111.5	22.29	155.5	24.90		1.395	0.357		0.480	0.370											26.4	3.609	18.445	2.625
YNR015W	SMM1		123.0	22.47	71.0	23.09		0.577	0.215		-0.793	0.538											24.515	2.304	16.85	-1.108
YNR016C	ACC1		1573.5	64.06	1432.0	72.10		0.910	0.059		-0.136	0.093											15.445	1.147	12.89	0.071
YNR017W	MAS6		270.0	25.02	172.5	24.13		0.639	0.107		-0.646	0.242		1									18.55	-0.029		
YNR018W			125.5	22.52	157.0	25.10		1.251	0.301		0.323	0.347											23.975	2.105		
YNR019W	ARE2		82.0	21.67																Abundance Low			27.42	1.602		
YNR021W			931.5	43.44	707.5	41.61		0.760	0.057		-0.397	0.108		1									13.565	-1.624	11.315	-2.205
YNR022C	MRPL50		200.5	23.86	281.2	26.84		1.403	0.214		0.488	0.220											19.48	-0.291	13.6	-1.036
YNR023W	SNF12				57.5	22.57													Abundance Low							
YNR024W			52.0	21.26	49.7	21.74		0.955	0.572		-0.066	0.864													17.85	-0.467
YNR026C	SEC12		156.5	22.82	75.5	22.19		0.482	0.158		-1.052	0.473											23.19	1.723		
YNR027W	BUD17		64.0	21.59	63.5	22.92		0.992	0.490		-0.011	0.713											25.435	-1.123	17.36	-0.845
YNR028W	CPR8		153.0	22.78																Abundance Low			21.215	-0.076		
YNR029C			82.0	21.84	65.5	22.96		0.799	0.352		-0.324	0.635											23.99	-0.789	18.88	0.422
YNR030W	ECM39		156.0	22.82	119.5	23.05		0.766	0.185		-0.385	0.349											23.385	1.555	18.005	-0.603
YNR031C	SSK2																		Abundance Low	Abundance Low						
YNR032W	PPG1		48.5	21.38																Abundance Low						
YNR033W	ABZ1		69.0	21.66	54.5	22.54		0.790	0.410		-0.340	0.749											22.675	-3.415		
YNR034W	SOL1		202.0	23.65	228.5	26.73		1.131	0.187		0.178	0.239											19.145	-0.754	14.48	-0.708
YNR034W-A			76.5	21.76	123.8	23.22		1.618	0.551		0.694	0.492											31.275	4.655	22.835	6.599
YNR035C	ARC35		1687.5	67.74	993.0	52.61		0.588	0.039		-0.765	0.096		1												
YNR038W	DBP6		312.0	25.92	117.0	23.73		0.375	0.082		-1.415	0.316		1	1								17.925	-0.183	17.85	0.863
YNR039C	ZRG17		66.0	21.44																Abundance Low						
YNR040W					72.5	22.47													Abundance Low							
YNR041C	COQ2																		Abundance Low	Abundance Low						
YNR043W	MVD1		833.5	40.41	417.5	32.18		0.501	0.046		-0.997	0.131		1									14.425	-1.007	13.035	-1.155
YNR044W	AGA1		93.0	22.00	73.0	22.85		0.785	0.308		-0.349	0.566											47.775	22.313		
YNR045W	PET494																		Abundance Low	Abundance Low						
YNR046W			587.5	33.29	306.8	27.44		0.522	0.055		-0.938	0.153		1									14.995	-1.136		
YNR047W			113.5	22.32	154.0	24.66		1.357	0.344		0.440	0.366											22.025	-0.588	16.555	0.382
YNR048W			80.0	21.81	176.0	25.44		2.200	0.679		1.138	0.445				1	1						29.05	3.489	15.02	-0.636
YNR049C	MSO1																		Failed QC	Abundance Low						
YNR050C	LYS9		936.5	43.49	7745.5	313.26		8.271	0.509		3.048	0.089				1	1						20.67	5.429	10.185	-1.745
YNR051C	BRE5		534.5	31.76	449.5	32.76		0.841	0.079		-0.250	0.136											15.835	-0.615	13.405	-0.679
YNR052C	POP2		264.0	25.14	212.5	26.29		0.805	0.126		-0.313	0.225											19.3	0.654	14.945	-0.255
YNR053C	NOG2		1096.5	48.46	901.0	48.42		0.822	0.057		-0.283	0.100		1									13.4	-1.475	11.675	-1.560
YNR054C			159.0	23.10	122.5	24.16		0.770	0.189		-0.376	0.353											26.62	5.894	15.53	-0.975
YNR055C	HOL1		97.0	21.88	89.5	22.73		0.923	0.313		-0.116	0.490											25.015	0.482		
YNR056C	BIO5																		Abundance Low	Abundance Low						
YNR061C																			Abundance Low	Abundance Low						
YNR067C	DSE4		60.5	21.54																Abundance Low			26.405	-0.092		
YNR075W	COS10																		Abundance Low	Abundance Low						
YOL001W	PHO80																		Abundance Low	Abundance Low						
YOL004W	SIN3																		Abundance Low	Abundance Low						
YOL005C	RPB11		664.5	35.03	403.3	30.31		0.607	0.056		-0.720	0.132		1									16.8	0.827		
YOL006C	TOP1		67.0	21.63	69.5	22.80		1.037	0.477		0.053	0.664											22.515	-4.559	17.745	-0.837
YOL007C			275.5	25.39																Abundance Low			21.73	3.144		
YOL009C	MDM12																		Abundance Low	Abundance Low						
YOL010W	RCL1		333.0	26.69	201.5	26.17		0.605	0.092		-0.725	0.220		1									17.265	-0.391	14.73	-0.659
YOL011W	PLB3		56.5	21.33	95.4	22.54		1.688	0.752		0.755	0.643													21.465	4.258
YOL012C	HTZ1		581.5	33.06	535.0	34.35		0.920	0.079		-0.120	0.124											14.745	-1.524	13.63	-0.128
YOL013C	HRD1																		Abundance Low	Abundance Low						
YOL016C	CMK2		209.5	24.03	195.0	25.96		0.931	0.164		-0.103	0.254											23.12	3.560	16.24	0.741
YOL017W	ESC8																		Abundance Low	Abundance Low						
YOL019W			149.5	22.71																Abundance Low			25.135	3.424		
YOL020W	TAT2		512.5	30.85	298.0	27.33		0.581	0.064		-0.782	0.158		1									15.785	-0.795	15.285	0.225
YOL021C	DIS3		170.0	32.93	125.5	24.01		0.738	0.201		-0.438	0.393											18.765	-1.409	17.45	0.787
YOL022C			94.0	22.03																Abundance Low			24.475	0.709		
YOL023W	IFM1				239.5	26.77													Failed QC						15.35	0.224
YOL027C	MDM38		295.0	25.87	359.5	30.16		1.219	0.148		0.285	0.175											19.54	1.217	14.615	0.132
YOL028C	YAP7																		Abundance Low	Abundance Low						
YOL030W	GAS5		107.0	22.22																Abundance Low			24.535	1.529		
YOL031C	SIL1		47.5	21.37																Abundance Low						
YOL032W																			Abundance Low	Abundance Low						
YOL033W	MSE1																		Abundance Low	Abundance Low						
YOL034W	SMC5																		Abundance Low	Abundance Low						
YOL038W	PRE6		1009.0	45.72	548.0	36.44		0.543	0.044		-0.881	0.116		1									12.375	-2.657	12.455	-1.374
YOL039W	RPP2A		103.5	21.99	64.7	22.03		0.625	0.251		-0.677	0.579											25.07	1.203		
YOL041C	NOP12		446.5	29.45	270.0	27.79		0.605	0.074		-0.726	0.176		1									15.76	-1.119	13.425	-1.489
YOL042W	NGL1																		Abundance Low	Abundance Low						
YOL043C	NTG2																		Abundance Low	Abundance Low						
YOL044W	PEX15																		Abundance Low	Abundance Low						
YOL045W	PSK2		56.5	21.48																Abundance Low						
YOL047C																			Abundance Low	Abundance Low						
YOL048C					117.2	22.94													Abundance Low						16.41	0.133
YOL049W	GSH2																		Abundance Low	Abundance Low						
YOL051W	GAL11		57.5	21.50																Abundance Low			25.235	-2.263		
YOL052C	SPE2		623.0	33.88	437.0	32.73		0.701	0.065		-0.512	0.134		1									15.52	-0.483	15.005	0.914
YOL052C-A	DDR2																		Abundance Low	Abundance Low						
YOL054W	PSH1																		Abundance Low	Abundance Low						
YOL055C	THI20																		Failed QC/Abundance Low	Abundance Low						
YOL056W	GPM3		155.5	23.02	122.5	24.15		0.788	0.194		-0.344	0.356											19.95	-0.834	15.605	-0.739
YOL057W			171.5	23.33	62.5	22.66		0.364	0.141		-1.456	0.559		1	1								19.115	-1.416		
YOL058W	ARG1		90.5	21.97	11512.0	463.12		127.204	31.295		6.991	0.355				1	1						38.08	13.426	14.415	2.617
YOL059W	GPD2		953.0	44.03	1167.0	57.94		1.225	0.083		0.292	0.098				1							15.465	0.345	14.705	1.723
YOL060C	MAM3		127.5	22.35	123.2	23.10		0.966	0.248		-0.050	0.370											22.69	0.052	16.105	-0.107
YOL061W	PRS5		496.0	30.73	289.0	28.08		0.583	0.067		-0.779	0.166		1									14.29	-2.341	15	0.187
YOL062C	APM4																		Abundance Low	Abundance Low						
YOL064C	MET22		289.5	25.70	435.5	32.80		1.504	0.175		0.589	0.168				1							18.86	0.567	14.79	0.703
YOL066C	RIB2		54.5	21.46	57.5	22.58		1.055	0.587		0.077	0.802														
YOL067C	RTG1		354.5	27.18	261.9	26.29		0.739	0.093		-0.437	0.182		1									17.385	-0.249	15.62	0.842
YOL068C	HST1																		Abundance Low	Abundance Low						
YOL069W	NUF2		58.5	21.51																Abundance Low						
YOL070C			153.5	22.99	131.5	24.09		0.857	0.203		-0.223	0.341											22.705	1.613		
YOL071W	EMI5				100.8	22.61													Abundance Low						16.45	-0.037
YOL072W	THP1																		Abundance Low	Abundance Low						
YOL076W	MDM20		504.0	30.61	370.0	30.56		0.734	0.075		-0.446	0.148		1											13.575	-0.778
YOL077C	BRX1		573.5	32.82	398.0	31.67		0.694	0.068		-0.527	0.141		1									14.485	-1.711	12.875	-1.368
YOL077W-A	ATP19		145.0	22.84	240.5	25.86		1.659	0.316		0.730	0.275				1							23.675	2.468	19.055	3.371
YOL080C	REX4		51.5	21.42																Abundance Low						
YOL081W	IRA2		68.5	21.65	75.5	22.18		1.102	0.475		0.140	0.623											27.01	0.691	17.505	0.171
YOL082W	ATG19																		Abundance Low	Abundance Low						
YOL084W	PHM7																		Abundance Low	Abundance Low						
YOL087C			58.5	21.51	119.5	23.86		2.043	0.855		1.031	0.604													16.255	-0.535
YOL088C	MPD2		92.0	21.99																Abundance Low			24.3	0.364		
YOL089C	HAL9																		Abundance Low	Abundance Low						
YOL090W	MSH2		114.0	22.33	71.5	22.85		0.627	0.235		-0.673	0.541											22.985	0.006	18.185	-0.322
YOL092W			666.5	35.08	406.0	30.18		0.609	0.055		-0.715	0.131		1									16.97	1.031	16.435	2.028
YOL093W	TRM10		80.0	21.81	55.0	22.72		0.688	0.340		-0.541	0.714											25.46	0.420		
YOL094C	RFC4		141.5	22.79	64.0	33.02		0.452	0.244		-1.145	0.780													18.14	-0.270
YOL096C	COQ3																		Abundance Low	Abundance Low						
YOL097C	WRS1		943.5	43.73	836.0	46.32		0.886	0.064		-0.175	0.104											13.56	-1.576	11.33	-1.976
YOL098C			430.5	29.04	384.5	30.87		0.893	0.094		-0.163	0.151											15.77	-1.235	13.335	-1.030
YOL100W	PKH2																		Abundance Low	Abundance Low						
YOL101C	IZH4																		Abundance Low	Abundance Low						
YOL102C	TPT1																		Abundance Low	Abundance Low						
YOL103W	ITR2		66.5	21.45																Abundance Low						
YOL105C	WSC3		52.0	21.26	56.5	21.94		1.087	0.613		0.120	0.814														
YOL107W					58.5	21.87													Abundance Low							
YOL108C	INO4				54.7	21.81													Abundance Low						17.54	-0.518
YOL111C			429.5	29.02	433.0	32.75		1.008	0.102		0.012	0.146											15.295	-1.732	12.64	-1.465
YOL112W	MSB4																		Abundance Low	Abundance Low						
YOL113W	SKM1																		Abundance Low	Abundance Low						
YOL115W	TRF4		80.5	21.82	54.0	22.39		0.671	0.332		-0.576	0.715											27.46	2.420		
YOL116W	MSN1																		Abundance Low	Abundance Low						
YOL117W	RRI2																		Abundance Low	Failed QC						
YOL121C	RPS19A		1728.0	69.22	1220.5	60.70		0.706	0.045		-0.502	0.092		1									13.675	-0.466	10.395	-2.565
YOL123W	HRP1																		Abundance Low	Abundance Low						
YOL124C			163.5	23.17	87.0	23.38		0.532	0.162		-0.910	0.438											21.81	1.239	16.985	-0.409
YOL125W																			Abundance Low	Abundance Low						
YOL126C	MDH2		591.5	32.98	539.0	36.49		0.911	0.080		-0.134	0.127											27.18	10.712	19.57	5.702
YOL129W	VPS68		132.5	22.65	176.1	24.16		1.329	0.291		0.410	0.316											24.7	2.850	21.32	5.865
YOL130W	ALR1		79.0	21.63																Abundance Low			24.085	-2.412		
YOL134C			67.0	21.63	86.7	22.41		1.294	0.535		0.372	0.596											25.57	-1.371	17.095	0.120
YOL135C	MED7																		Abundance Low	Abundance Low						
YOL136C	PFK27																		Abundance Low	Failed QC/Abundance Low						
YOL137W	BSC6																		Abundance Low	Abundance Low						
YOL138C																			Abundance Low	Abundance Low						
YOL139C	CDC33		4516.5	163.49	3427.0	144.60		0.759	0.042		-0.398	0.080		1									11.555	-1.531		
